Updated On,State,Total Individuals Vaccinated,Total Sessions Conducted,Total Sites ,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Covaxin Administered,Total CoviShield Administered,18-45 years (Age),45-60 years (Age),60+ years (Age),Total Doses Administered
28-05-2021,Punjab,3768211,291021,1129,3768211,756543,2132446,1635335,408056,4116698,808807,1638825,1320049,4524754
29-05-2021,Punjab,3807020,342869,1243,3807020,761725,2153546,1653040,416298,4152447,824794,1654350,1327342,4568745
30-05-2021,Punjab,3837481,281477,1040,3837481,765110,2169514,1667528,422617,4179974,836417,1666768,1333750,4602591
31-05-2021,Punjab,3868801,362885,1271,3868801,770461,2186630,1681730,430555,4208707,851428,1677560,1339262,4639262
01-06-2021,Punjab,3899387,404347,1235,3899387,775823,2203403,1695541,440944,4234266,866644,1687719,1344468,4675210
02-06-2021,Punjab,3932229,418457,1259,3932229,779932,2221976,1709805,447873,4264288,883726,1698155,1349787,4712161
03-06-2021,Punjab,3965188,390672,1184,3965188,784051,2240355,1724382,455088,4294151,902162,1707769,1354687,4749239
04-06-2021,Punjab,4020410,497102,1710,4020410,788835,2271265,1748674,461592,4347653,929538,1725701,1364585,4809245
05-06-2021,Punjab,4079301,482875,1680,4079301,792988,2304398,1774426,467168,4405121,959135,1744707,1374862,4872289
06-06-2021,Punjab,4117141,359050,1113,4117141,794847,2325212,1791444,469698,4442290,981447,1754891,1380195,4911988
07-06-2021,Punjab,4163128,475585,1608,4163128,799072,2350961,1811676,474525,4487675,1007310,1767664,1387537,4962200
08-06-2021,Punjab,,,,,,,,,,,,,
16-01-2021,Rajasthan,3285,185,170,3285,0,2036,1249,117,3168,,,,3285
17-01-2021,Rajasthan,3455,461,199,3455,0,2163,1292,118,3337,,,,3455
18-01-2021,Rajasthan,4037,744,266,4037,0,2326,1710,232,3805,,,,4037
19-01-2021,Rajasthan,13022,838,284,13022,0,7042,5979,681,12341,,,,13022
20-01-2021,Rajasthan,13146,970,319,13146,0,7102,6043,681,12465,,,,13146
21-01-2021,Rajasthan,13605,1167,364,13605,0,7259,6345,681,12924,,,,13605
22-01-2021,Rajasthan,24545,1507,552,24545,0,12804,11738,951,23594,,,,24545
23-01-2021,Rajasthan,47915,2113,789,47915,0,23942,23961,1180,46735,,,,47915
24-01-2021,Rajasthan,74727,3169,1451,74727,0,35678,39036,1651,73076,,,,74727
25-01-2021,Rajasthan,141245,3769,1768,141245,0,59459,81757,2365,138880,,,,141245
26-01-2021,Rajasthan,141527,4471,2087,141527,0,59599,81899,2365,139162,,,,141527
27-01-2021,Rajasthan,218831,5002,2233,218831,0,88284,130513,4864,213967,,,,218831
28-01-2021,Rajasthan,239877,6174,2594,239877,0,99567,140275,7030,232847,,,,239877
29-01-2021,Rajasthan,302265,6350,2605,302265,0,123136,179088,7775,294490,,,,302265
30-01-2021,Rajasthan,307923,6457,2609,307923,0,126035,181841,7775,300148,,,,307923
31-01-2021,Rajasthan,309565,6538,2611,309565,0,126921,182597,7775,301790,,,,309565
01-02-2021,Rajasthan,313321,6924,2622,313321,0,129104,184170,7775,305546,,,,313321
02-02-2021,Rajasthan,319352,7829,2737,319352,0,132391,186913,7846,311506,,,,319352
03-02-2021,Rajasthan,343265,8356,2909,343265,0,141962,201253,8230,335035,,,,343265
04-02-2021,Rajasthan,364452,8899,3100,364452,0,159794,204608,8486,355966,,,,364452
05-02-2021,Rajasthan,392138,9657,3415,392138,0,178890,213198,14621,377517,,,,392138
06-02-2021,Rajasthan,434782,9814,3450,434782,0,217019,217712,41376,393406,,,,434782
07-02-2021,Rajasthan,436384,10307,3554,436384,0,218459,217874,41376,395008,,,,436384
08-02-2021,Rajasthan,462139,10354,3563,462139,0,241204,220884,60860,401279,,,,462139
09-02-2021,Rajasthan,467360,11159,3738,467360,0,245726,221583,63847,403513,,,,467360
10-02-2021,Rajasthan,534459,12011,3879,534459,0,304744,229664,104265,430194,,,,534459
11-02-2021,Rajasthan,566165,12418,3925,566165,0,323837,242271,112490,453675,,,,566165
12-02-2021,Rajasthan,582386,12550,3932,582386,0,337402,244927,122064,460322,,,,582386
13-02-2021,Rajasthan,585570,12601,3939,585570,0,339932,245581,123301,462269,,,,585570
14-02-2021,Rajasthan,586110,12893,3962,586110,0,340454,245599,123790,462320,,,,586110
15-02-2021,Rajasthan,603314,13144,3990,603314,8179,353175,250082,127608,475706,,,,611493
16-02-2021,Rajasthan,612615,13994,4246,612615,13866,359118,253439,128885,483730,,,,626481
17-02-2021,Rajasthan,732921,14076,4248,732921,14561,443457,289405,157772,575149,,,,747482
18-02-2021,Rajasthan,717526,14748,4306,717526,14879,436418,281050,158765,558761,,,,732405
19-02-2021,Rajasthan,772221,15124,4307,772221,18015,471062,301096,165082,607139,,,,790236
20-02-2021,Rajasthan,773238,15191,4307,773238,36825,471600,301575,165255,607983,,,,810063
21-02-2021,Rajasthan,773239,15470,4308,773239,36838,471600,301576,165255,607984,,,,810077
22-02-2021,Rajasthan,773521,15936,4310,773521,62973,471787,301675,165282,608239,,,,836494
23-02-2021,Rajasthan,774043,16673,4311,774043,92142,472122,301862,165455,608588,,,,866185
24-02-2021,Rajasthan,774498,17213,4364,774498,145389,472265,302174,165474,609024,,,,919887
25-02-2021,Rajasthan,788094,18219,4369,788094,151718,482335,305686,167268,620826,,,,939812
26-02-2021,Rajasthan,789478,18338,4371,789478,220942,482873,306532,167373,622105,,,,1010420
27-02-2021,Rajasthan,789478,18338,4371,789478,220942,482873,306532,167373,622105,,,,1010420
28-02-2021,Rajasthan,789480,19650,4455,789480,220942,482875,306532,167374,622106,,,,1010422
01-03-2021,Rajasthan,789480,22865,4580,789480,220942,482875,306532,167374,622106,,,,1010422
02-03-2021,Rajasthan,963857,27612,4758,963857,250003,579882,383880,168009,795848,,,,1213860
03-03-2021,Rajasthan,1160351,32197,5222,1160351,263418,685656,474571,168392,991959,,,,1423769
04-03-2021,Rajasthan,1256310,37461,5535,1256310,276049,737692,518483,168611,1087699,,,,1532359
05-03-2021,Rajasthan,1486399,44135,5659,1486399,297090,858629,627596,169388,1317011,,,,1783489
06-03-2021,Rajasthan,1704633,45889,5687,1704633,319420,970477,733943,171194,1533439,,,,2024053
07-03-2021,Rajasthan,1716982,48439,5748,1716982,320170,976607,740162,171308,1545674,,,,2037152
08-03-2021,Rajasthan,1888485,50416,5807,1888485,337125,1066552,821696,173356,1715129,,,,2225610
09-03-2021,Rajasthan,1960495,260110,1115,1603603,356892,1112019,848228,190132,1770304,,,,1960495
10-03-2021,Rajasthan,2085412,341275,1514,1685982,399430,1191172,893979,219703,1865650,,,,2085412
11-03-2021,Rajasthan,2089766,25650,97,1689250,400516,1193914,895591,220883,1868824,,,,2089766
12-03-2021,Rajasthan,2263958,510616,2229,1834674,429284,1290881,972806,235130,2028769,,,,2263958
13-03-2021,Rajasthan,2446510,554552,2408,2002259,444251,1385578,1060645,242092,2204359,,,,2446510
14-03-2021,Rajasthan,2456156,27450,110,2011583,444573,1390517,1065352,242408,2213689,,,,2456156
15-03-2021,Rajasthan,2649046,638550,2763,2190626,458420,1490367,1158369,248718,2400269,,,,2649046
16-03-2021,Rajasthan,2751567,660114,2833,2751567,471429,1504301,1246933,283600,2939396,516827,561173,1672222,3222996
17-03-2021,Rajasthan,3045459,708999,3032,3045459,579304,1655199,1389887,312125,3312638,528828,607445,1907825,3624763
18-03-2021,Rajasthan,3093912,194670,976,3093912,592487,1679748,1413783,319641,3366758,530733,616355,1945460,3686399
19-03-2021,Rajasthan,3315225,710107,3217,3315225,621734,1788395,1526415,327954,3609005,537297,651006,2125547,3936959
20-03-2021,Rajasthan,3546499,674526,3097,3546499,634077,1899686,1646370,331638,3848938,542285,690709,2312126,4180576
21-03-2021,Rajasthan,3584419,69150,294,3584419,635043,1917754,1666217,332116,3887346,542875,698742,2341421,4219462
22-03-2021,Rajasthan,3755021,703779,3271,3755021,640899,2000672,1753879,334418,4061502,546343,725952,2481335,4395920
23-03-2021,Rajasthan,3995543,664998,3177,3995543,646147,2114680,1880377,337497,4304193,550702,767991,2675450,4641690
24-03-2021,Rajasthan,4213791,667697,3230,4213791,650236,2217917,1995369,339380,4524647,554477,807464,2850447,4864027
25-03-2021,Rajasthan,4282590,315400,1441,4282590,653585,2251349,2030726,341110,4595065,556480,821286,2903420,4936175
26-03-2021,Rajasthan,4487127,740114,3408,4487127,658339,2349585,2137000,343376,4802090,560393,862260,3063063,5145466
27-03-2021,Rajasthan,4671741,642295,3141,4671741,661499,2436831,2234343,344893,4988347,563879,904170,3202273,5333240
28-03-2021,Rajasthan,4680019,182394,806,4680019,661585,2440674,2238775,344911,4996693,563976,906517,3208107,5341604
29-03-2021,Rajasthan,4680010,199720,833,4680010,661585,2440662,2238778,344910,4996685,563970,906516,3208105,5341595
30-03-2021,Rajasthan,4756460,738471,3322,4756460,678124,2477850,2278029,345708,5088876,565474,923343,3266222,5434584
31-03-2021,Rajasthan,4866824,755551,3414,4866824,703424,2531489,2334732,347210,5223038,567812,950981,3346601,5570248
01-04-2021,Rajasthan,5013880,798525,3397,5013880,726420,2609025,2404234,348954,5391346,570249,1049936,3392252,5740300
02-04-2021,Rajasthan,5313549,845915,3641,5313549,766501,2760765,2552130,352408,5727642,573731,1261744,3476625,6080050
03-04-2021,Rajasthan,5568003,741601,3507,5568003,801886,2889210,2678111,355537,6014352,576842,1438475,3551236,6369889
04-04-2021,Rajasthan,5958784,814378,3565,5958784,843485,3084650,2873395,360390,6441879,579231,1713875,3664226,6802269
05-04-2021,Rajasthan,6257503,985230,4365,6257503,883341,3229952,3026773,364815,6776029,579483,1917362,3759205,7140844
06-04-2021,Rajasthan,6542132,1007765,4594,6542132,914100,3369101,3172210,367699,7088533,579669,2112737,3848269,7456232
07-04-2021,Rajasthan,7175412,932773,4228,7175412,973709,3675847,3498656,375787,7773334,579996,2550085,4043870,8149121
08-04-2021,Rajasthan,7767712,913200,4047,7767712,1034865,3954578,3812144,384033,8418544,580274,2956577,4229395,8802577
09-04-2021,Rajasthan,8164413,1021361,4487,8164413,1078051,4142607,4020764,392807,8849657,582172,3226660,4354109,9242464
10-04-2021,Rajasthan,8448722,737480,3333,8448722,1114875,4276726,4170906,406725,9156872,584066,3422052,4441133,9563597
11-04-2021,Rajasthan,8581755,755450,3314,8581755,1133804,4342828,4237808,419409,9296150,584666,3513556,4482063,9715559
12-04-2021,Rajasthan,8758751,847609,3722,8758751,1165625,4428336,4329262,435841,9488535,585747,3632866,4538670,9924376
13-04-2021,Rajasthan,8885930,905490,3938,8885930,1194329,4490062,4394703,443043,9637216,586294,3715993,4582175,10080259
14-04-2021,Rajasthan,8996238,603620,2798,8996238,1227364,4543719,4451331,449571,9774031,586728,3787486,4620558,10223602
15-04-2021,Rajasthan,9093355,843904,3907,9093355,1264332,4593132,4499024,459984,9897703,587658,3848292,4655941,10357687
16-04-2021,Rajasthan,9206593,833373,3843,9206593,1316093,4648129,4557254,472184,10050502,589161,3919390,4696577,10522686
17-04-2021,Rajasthan,9330653,525550,2501,9330653,1365602,4712539,4616890,482336,10213919,590379,4000411,4738393,10696255
18-04-2021,Rajasthan,9457932,862716,4009,9457932,1425240,4777265,4679435,490276,10392896,591249,4082305,4782907,10883172
19-04-2021,Rajasthan,9659550,1024569,4933,9659550,1530556,4878583,4779687,507024,10683082,594175,4206264,4857633,11190106
20-04-2021,Rajasthan,9828071,964799,4707,9828071,1622245,4963543,4863225,521341,10928975,596807,4309932,4919853,11450316
21-04-2021,Rajasthan,9952126,733859,3602,9952126,1697024,5026114,4924689,530945,11118205,598405,4387012,4965231,11649150
22-04-2021,Rajasthan,10068970,893013,4330,10068970,1765911,5084570,4983057,547308,11287573,601034,4461480,5004970,11834881
23-04-2021,Rajasthan,10178146,857427,4142,10178146,1831688,5140847,5035933,564359,11445475,604388,4529947,5042320,12009834
24-04-2021,Rajasthan,10298265,588150,2988,10298265,1908851,5201166,5095715,577931,11629185,607187,4607386,5082192,12207116
25-04-2021,Rajasthan,10388394,538980,2674,10388394,1959332,5246928,5140063,586354,11761372,608950,4666028,5111910,12347726
26-04-2021,Rajasthan,10507761,803097,3925,10507761,2034069,5308015,5198328,595246,11946584,612450,4741079,5152716,12541830
27-04-2021,Rajasthan,10578840,756451,3650,10578840,2081105,5345296,5232108,603228,12056717,778402,4622013,5176907,12659945
28-04-2021,Rajasthan,10669656,619911,3078,10669656,2141789,5392437,5275772,615176,12196269,783319,4678242,5206576,12811445
29-04-2021,Rajasthan,10745384,607850,3028,10745384,2190905,5431773,5312156,626969,12309320,788316,4725257,5230492,12936289
30-04-2021,Rajasthan,10797155,692001,3238,10797155,2224793,5460840,5334849,640765,12381183,793056,4757106,5245660,13021948
01-05-2021,Rajasthan,10835900,746370,3648,10835900,2248409,5482092,5352336,654958,12429351,798436,4781108,5255021,13084309
02-05-2021,Rajasthan,10894243,575794,2795,10894243,2279166,5515534,5377230,663156,12510253,821050,4807878,5264033,13173409
03-05-2021,Rajasthan,11008158,836605,4129,11008158,2342911,5581571,5425088,676497,12674572,875404,4849642,5281828,13351069
04-05-2021,Rajasthan,11108037,831495,4039,11108037,2389145,5640432,5466078,690074,12807108,934240,4878611,5293886,13497182
05-05-2021,Rajasthan,11195379,876934,4117,11195379,2430943,5692350,5501488,703252,12923070,988266,4902645,5303168,13626322
06-05-2021,Rajasthan,11266670,727695,3412,11266670,2470249,5734197,5530910,715559,13021360,1029519,4924146,5311699,13736919
